net,length_um
_02920_,8.36
_05020_,8.36
_05183_,8.36
_05265_,8.36
pc_address[18],8.35
_00562_,8.34
_01458_,8.34
u_memorystage.u_wrap_mem0.wrap_load_out\[10\],8.34
_03150_,8.32
_03341_,8.32
_03097_,8.3
_03593_,8.3
_00171_,8.285
_00682_,8.28
_03452_,8.28
_04154_,8.26
_04160_,8.26
_04418_,8.26
_04492_,8.26
_02407_,8.24
_04349_,8.24
_02051_,8.23
_01826_,8.22
_04243_,8.22
_02166_,8.2
_04332_,8.2
_01054_,8.165
_00362_,8.16
_00626_,8.16
_01042_,8.16
_01264_,8.16
_02147_,8.16
_03463_,8.16
_04291_,8.16
_04499_,8.16
_01688_,8.14
_04093_,8.14
_04422_,8.14
_04730_,8.14
_05096_,8.14
u_decodestage.u_regfile0.register\[21\]\[24\],8.14
_01822_,8.12
_02380_,8.12
_04329_,8.12
_04979_,8.12
_05165_,8.12
_01388_,8.1
_01800_,8.1
_02670_,8.1
_02865_,8.1
_03328_,8.1
_03367_,8.1
_04034_,8.1
_05031_,8.1
_05104_,8.1
_05607_,8.1
_05718_,8.1
_05749_,8.1
_04116_,8.08
_01851_,8.06
_02008_,8.06
_02259_,8.06
_05828_,8.06
_01287_,8.05
_01659_,8.04
_03053_,8.04
_03897_,8.04
_04187_,8.04
_05483_,8.04
_05601_,8.04
_02026_,8.02
_02562_,8.02
_03012_,8.02
_03104_,8.02
_04389_,8.02
_04438_,8.02
_04449_,8.02
_04498_,8.02
_05233_,8.02
_03275_,8
_04124_,8
_00615_,7.98
_02197_,7.98
_02442_,7.98
_02814_,7.98
_03839_,7.98
_04151_,7.98
_05429_,7.98
_05432_,7.98
_05741_,7.98
_05041_,7.96
_05637_,7.96
_01635_,7.94
_01792_,7.94
_02406_,7.94
_02681_,7.94
_03088_,7.94
_04654_,7.94
_05496_,7.94
load_data_in[2],7.91
_00124_,7.905
u_decodestage.u_regfile0.register\[24\]\[3\],7.905
_02498_,7.9
_04369_,7.9
_04483_,7.9
_04702_,7.9
_05127_,7.9
_02961_,7.89
_00917_,7.88
_01748_,7.88
_01399_,7.86
_02177_,7.86
_02749_,7.86
_03329_,7.86
_04842_,7.84
_04903_,7.82
_00808_,7.8
_01565_,7.8
_03809_,7.8
_03850_,7.8
_02887_,7.78
_03592_,7.78
_02733_,7.775
_01583_,7.77
_00818_,7.76
_01923_,7.76
_01938_,7.76
_05768_,7.74
u_memorystage.u_wrap_mem0.wrap_load_out\[21\],7.74
_02198_,7.72
_03882_,7.72
_04248_,7.7
load_data_in[20],7.69
_00439_,7.68
_02438_,7.68
_02705_,7.68
_02960_,7.68
_03720_,7.68
_03764_,7.68
_04940_,7.68
_04971_,7.68
_05169_,7.68
_05204_,7.68
_05346_,7.68
_05367_,7.68
_05643_,7.68
_05802_,7.68
_00113_,7.66
_01338_,7.66
_03306_,7.66
_03568_,7.66
_04302_,7.66
_04703_,7.66
_04805_,7.66
_00151_,7.655
_03392_,7.65
_00379_,7.64
_00705_,7.64
_02578_,7.64
_03448_,7.64
_04246_,7.64
_04582_,7.64
_04615_,7.64
_04816_,7.64
_04845_,7.64
_05277_,7.64
_05302_,7.64
_05304_,7.64
_05363_,7.64
_05804_,7.64
_02162_,7.62
_02806_,7.62
_02031_,7.615
_01407_,7.6
_02487_,7.6
_03180_,7.6
_05742_,7.6
_02777_,7.58
_02978_,7.58
_05723_,7.58
store_data_out[11],7.58
_02661_,7.575
_00906_,7.56
_01582_,7.56
_01648_,7.56
_03820_,7.56
_04458_,7.56
_04695_,7.56
_04881_,7.56
_05145_,7.56
_05249_,7.56
_05287_,7.56
_05425_,7.56
_05503_,7.56
_05638_,7.56
_05641_,7.56
_05676_,7.56
_05774_,7.56
_02304_,7.54
_00017_,7.52
_00763_,7.52
_02066_,7.52
_02549_,7.52
_02933_,7.52
_04727_,7.52
_04759_,7.52
_04809_,7.52
_05419_,7.52
_05442_,7.52
_05614_,7.52
_05833_,7.52
_02478_,7.5
_01811_,7.48
_02100_,7.48
_02928_,7.48
_05373_,7.48
instruction[30],7.47
_01956_,7.46
_02888_,7.46
_03151_,7.46
_03562_,7.46
_01076_,7.44
_01912_,7.44
_04824_,7.44
_05258_,7.44
_05575_,7.44
_02516_,7.42
_03698_,7.42
_04746_,7.42
_01467_,7.4
_02208_,7.4
_02667_,7.4
_02789_,7.4
_04392_,7.4
_03658_,7.38
_04283_,7.38
pc_address[14],7.37
_01914_,7.36
_00282_,7.34
_02042_,7.34
_01848_,7.32
_02428_,7.32
_04338_,7.32
_01488_,7.3
_02780_,7.3
_02186_,7.28
_04660_,7.28
_00717_,7.26
_00882_,7.26
_03608_,7.26
_00054_,7.24
_02044_,7.24
data_mem_valid,7.23
_00849_,7.22
_01898_,7.22
_02711_,7.22
_02981_,7.22
_03107_,7.22
_03462_,7.22
_04150_,7.22
_04156_,7.22
_04404_,7.22
_04496_,7.22
_04699_,7.22
_04709_,7.22
_04738_,7.22
_05330_,7.22
_05356_,7.22
_05734_,7.22
_01043_,7.2
_03263_,7.2
_04325_,7.2
_04340_,7.2
_00341_,7.18
_01023_,7.18
_01577_,7.18
_02379_,7.18
_02403_,7.18
_02675_,7.18
_02809_,7.18
_03212_,7.18
_04782_,7.18
_02509_,7.16
_03063_,7.16
_03624_,7.16
_03743_,7.16
_02824_,7.15
net391,7.15
_01431_,7.14
_02424_,7.14
_03004_,7.14
_05630_,7.14
_01354_,7.12
_01870_,7.12
_00671_,7.1
_01629_,7.1
_01939_,7.1
_02715_,7.1
_02908_,7.1
_02974_,7.1
_02998_,7.1
_03028_,7.1
_03194_,7.1
_04098_,7.1
_04268_,7.1
_05305_,7.1
_05325_,7.1
_05484_,7.1
_05554_,7.1
_05662_,7.1
_05794_,7.1
_01132_,7.08
_01863_,7.08
_03036_,7.08
_05695_,7.08
_01587_,7.06
_02229_,7.06
_02489_,7.06
_02609_,7.06
_02899_,7.06
_03509_,7.06
_03994_,7.06
_04087_,7.06
_04444_,7.06
_04468_,7.06
_05636_,7.06
_01736_,7.04
_01977_,7.04
_03757_,7.04
_01616_,7
_02159_,7
_00368_,6.98
_01281_,6.98
_02112_,6.98
_02689_,6.98
_03264_,6.98
_04643_,6.98
_05174_,6.98
_05557_,6.98
_02441_,6.96
_00448_,6.94
_00662_,6.94
_02702_,6.94
_03195_,6.94
_03496_,6.94
_02508_,6.92
_00076_,6.9
_01258_,6.9
_03464_,6.9
_03575_,6.9
_04362_,6.9
_00809_,6.88
_00867_,6.88
_01171_,6.88
_01881_,6.88
_04370_,6.88
_01046_,6.86
_01412_,6.86
_02817_,6.86
_03000_,6.86
_03303_,6.86
_04011_,6.86
_05187_,6.86
_05344_,6.86
_03542_,6.84
_00184_,6.825
_01218_,6.82
_02369_,6.82
_02804_,6.82
_04393_,6.82
_02298_,6.8
_03985_,6.8
_02443_,6.78
_03154_,6.78
_03533_,6.78
_04537_,6.78
_00476_,6.76
_00505_,6.76
_00552_,6.76
_00739_,6.76
_00814_,6.76
_00897_,6.76
_01044_,6.76
_02765_,6.76
_03217_,6.76
_03312_,6.76
_03875_,6.76
_04567_,6.76
_04896_,6.76
_05022_,6.76
_05043_,6.76
_05719_,6.76
_05758_,6.76
_05827_,6.76
_02169_,6.75
_01019_,6.74
_02269_,6.74
_02764_,6.74
_03265_,6.74
_03840_,6.74
_04345_,6.74
_04802_,6.74
_05665_,6.74
_00373_,6.72
_00497_,6.72
_00865_,6.72
_01970_,6.72
_02154_,6.72
_02392_,6.72
_02431_,6.72
_02674_,6.72
_02990_,6.72
_03584_,6.72
_03613_,6.72
_03972_,6.72
_05101_,6.72
_05184_,6.72
_05276_,6.72
_05284_,6.72
_05455_,6.72
_05725_,6.72
_05770_,6.72
_00928_,6.7
alu_out_address[28],6.69
_00111_,6.665
_01777_,6.66
_02729_,6.66
_02755_,6.66
_04089_,6.66
_04137_,6.66
_04420_,6.66
_04935_,6.66
_05213_,6.66
_05603_,6.66
_04336_,6.65
alu_out_address[29],6.65
_00479_,6.64
_01685_,6.64
_01823_,6.64
_02056_,6.64
_02127_,6.64
_02663_,6.64
_03486_,6.64
_03560_,6.64
_03734_,6.64
_03747_,6.64
_04069_,6.64
_04293_,6.64
_04311_,6.64
_04776_,6.64
_05033_,6.64
_05240_,6.64
_05285_,6.64
_05320_,6.64
_05444_,6.64
_05605_,6.64
_03142_,6.62
_00063_,6.6
_01207_,6.6
_01395_,6.6
_01753_,6.6
_02694_,6.6
_02890_,6.6
_02900_,6.6
_03293_,6.6
_03430_,6.6
_04450_,6.6
_04558_,6.6
_04736_,6.6
_04767_,6.6
_04854_,6.6
_05133_,6.6
_05274_,6.6
_05279_,6.6
_05308_,6.6
_05434_,6.6
_05648_,6.6
_05717_,6.6
_05539_,6.58
instruction[12],6.55
_01102_,6.54
_01966_,6.54
_02078_,6.54
_02492_,6.54
load_data_in[19],6.53
_00060_,6.52
_01066_,6.52
_01070_,6.52
_01636_,6.52
_03035_,6.52
_03332_,6.52
_04042_,6.52
_05744_,6.52
_03140_,6.505
_00182_,6.485
_00227_,6.48
_04271_,6.48
_04647_,6.48
_02628_,6.46
alu_out_address[11],6.45
data_out[24],6.43
_00330_,6.42
_00394_,6.42
_00649_,6.42
_01664_,6.42
_02992_,6.42
_01300_,6.4
_01588_,6.4
_02488_,6.4
_03274_,6.4
_00276_,6.38
_00301_,6.38
_01149_,6.38
_01188_,6.38
_01491_,6.36
_04352_,6.36
_03986_,6.355
_00150_,6.345
_02481_,6.32
_02511_,6.32
_02738_,6.32
_03013_,6.32
_03898_,6.32
_03961_,6.32
_04364_,6.32
instruction[1],6.31
load_data_in[11],6.31
_00120_,6.305
_00044_,6.3
_00319_,6.3
_00382_,6.3
_01715_,6.3
_01980_,6.3
_02859_,6.3
_03064_,6.3
_03721_,6.3
_03742_,6.3
_03842_,6.3
_04046_,6.3
_04068_,6.3
_04747_,6.3
_04852_,6.3
_04879_,6.3
_05319_,6.3
_05428_,6.3
_05481_,6.3
_05518_,6.3
_05771_,6.3
_05789_,6.3
_05803_,6.3
u_memorystage.u_wrap_mem0.wrap_load_out\[25\],6.3
_02728_,6.28
_03051_,6.28
_03937_,6.28
_04619_,6.28
_00376_,6.26
_00396_,6.26
_00731_,6.26
_01885_,6.26
_02012_,6.26
_02182_,6.26
_03016_,6.26
_03157_,6.26
_03548_,6.26
_03789_,6.26
_04045_,6.26
_04445_,6.26
_04745_,6.26
_04760_,6.26
_05124_,6.26
_05242_,6.26
_05448_,6.26
_05536_,6.26
_05537_,6.26
_05813_,6.26
_05834_,6.26
_01626_,6.24
_01926_,6.24
_03668_,6.24
_00156_,6.225
_02597_,6.22
_01981_,6.2
_03913_,6.2
_04583_,6.2
_05396_,6.2
net411,6.2
_01689_,6.18
_01830_,6.18
_01953_,6.18
_02134_,6.18
_02446_,6.18
_02543_,6.18
_04367_,6.18
_04421_,6.18
_04509_,6.18
_04568_,6.18
_04569_,6.18
_04721_,6.18
_04755_,6.18
_04859_,6.18
_04866_,6.18
_04925_,6.18
_05045_,6.18
_05224_,6.18
_05561_,6.18
_05664_,6.18
_05693_,6.18
_05731_,6.18
u_memorystage.u_wrap_mem0.wrap_load_out\[19\],6.18
_00040_,6.16
_00651_,6.16
_04827_,6.16
_05622_,6.16
_00937_,6.145
_00001_,6.14
_00077_,6.14
_00786_,6.14
_01733_,6.14
_02038_,6.14
_02432_,6.14
_02464_,6.14
_02857_,6.14
_02889_,6.14
_03101_,6.14
_03690_,6.14
_03706_,6.14
_03883_,6.14
_04012_,6.14
_04484_,6.14
_04707_,6.14
_04719_,6.14
_04875_,6.14
_04921_,6.14
_05089_,6.14
_05110_,6.14
_05215_,6.14
_05280_,6.14
_05331_,6.14
_05338_,6.14
_05461_,6.14
_05639_,6.14
_05659_,6.14
_05679_,6.14
_05756_,6.14
_05776_,6.14
_05247_,6.12
alu_out_address[30],6.11
_00253_,6.1
_02630_,6.08
_02692_,6.08
_04252_,6.08
_04516_,6.08
_00635_,6.06
_00758_,6.06
_02046_,6.06
_02200_,6.06
_03182_,6.06
_04263_,6.06
_04319_,6.06
_04661_,6.06
_02506_,6.04
_02853_,6.04
_01103_,6.025
_00811_,6.02
_00869_,6.02
_00994_,6.02
_01047_,6.02
_01106_,6.02
_01167_,6.02
_01566_,6.02
_02669_,6.02
_02717_,6.02
_03021_,6.02
_04348_,6.02
_00154_,6.005
_00181_,6.005
_00544_,6.005
_01139_,5.985
_01437_,5.98
mask_singal[2],5.97
pc_address[19],5.97
_00028_,5.96
_00299_,5.96
_00569_,5.96
_00851_,5.96
_01073_,5.96
_01122_,5.96
_01173_,5.96
_00419_,5.94
_01496_,5.94
_02313_,5.94
_02558_,5.94
_00239_,5.92
_00698_,5.92
_00729_,5.92
_01154_,5.92
_02712_,5.92
_04126_,5.92
_03278_,5.9
_01279_,5.86
instruction[27],5.85
instruction[5],5.85
_01016_,5.845
_00047_,5.84
_00065_,5.84
_00646_,5.84
_01031_,5.84
_01100_,5.84
_01528_,5.84
_01660_,5.84
_03038_,5.84
_03702_,5.84
_03763_,5.84
_04005_,5.84
_04075_,5.84
_04138_,5.84
_04435_,5.84
_04463_,5.84
_04562_,5.84
_04577_,5.84
_04840_,5.84
_04967_,5.84
_05060_,5.84
_05099_,5.84
_05121_,5.84
_05211_,5.84
_05312_,5.84
_05327_,5.84
_05702_,5.84
_05722_,5.84
_05817_,5.84
u_decodestage.pc_address\[31\],5.84
_01727_,5.82
_02563_,5.82
_04041_,5.82
_04361_,5.82
_04434_,5.82
_04635_,5.82
_04848_,5.82
_00117_,5.8
_00625_,5.8
_01360_,5.8
_01511_,5.8
_01759_,5.8
_01794_,5.8
_01829_,5.8
_02023_,5.8
_02063_,5.8
_02329_,5.8
_02337_,5.8
_02581_,5.8
_02623_,5.8
_02761_,5.8
_02826_,5.8
_04074_,5.8
_04363_,5.8
_04424_,5.8
_04488_,5.8
_04512_,5.8
_04519_,5.8
_04668_,5.8
_04670_,5.8
_04841_,5.8
_04886_,5.8
_05010_,5.8
_05181_,5.8
_05208_,5.8
_05221_,5.8
_05225_,5.8
_05386_,5.8
_05392_,5.8
_05517_,5.8
_05541_,5.8
_05613_,5.8
_05653_,5.8
_03333_,5.795
_00132_,5.785
_00205_,5.775
pc_address[11],5.77
_00180_,5.765
data_out[10],5.75
data_out[19],5.75
data_out[5],5.75
_01861_,5.74
_02396_,5.74
_02627_,5.74
_02656_,5.74
_02849_,5.74
_02860_,5.74
_03109_,5.74
_04624_,5.74
_04820_,5.74
_04912_,5.74
_05352_,5.74
_01576_,5.72
_01723_,5.72
_01778_,5.72
_01782_,5.72
_01812_,5.72
_01828_,5.72
_02118_,5.72
_02207_,5.72
_02418_,5.72
_02427_,5.72
_02737_,5.72
_03134_,5.72
_03784_,5.72
_04014_,5.72
_04417_,5.72
_05000_,5.72
_05036_,5.72
_05162_,5.72
_05185_,5.72
_05193_,5.72
_05361_,5.72
_05577_,5.72
_05677_,5.72
_05701_,5.72
_00690_,5.7
_01271_,5.7
_01967_,5.7
_00007_,5.68
_01706_,5.68
_01859_,5.68
_01895_,5.68
_02210_,5.68
_02214_,5.68
_02953_,5.68
_03106_,5.68
_03121_,5.68
_03605_,5.68
_03674_,5.68
_04082_,5.68
_04433_,5.68
_04504_,5.68
_04653_,5.68
_04718_,5.68
_04888_,5.68
_04911_,5.68
_04983_,5.68
_05146_,5.68
_05294_,5.68
_05450_,5.68
_05454_,5.68
_05472_,5.68
_05506_,5.68
_05509_,5.68
_05530_,5.68
_05551_,5.68
_05572_,5.68
_05609_,5.68
_05623_,5.68
_05672_,5.68
_05684_,5.68
_05765_,5.68
_03339_,5.66
_04505_,5.66
alu_out_address[5],5.63
instruc_mem_valid,5.63
instruction[11],5.63
instruction[14],5.63
load_data_in[15],5.63
load_data_in[21],5.63
_00218_,5.625
_01679_,5.62
_01734_,5.62
_02158_,5.62
_02673_,5.62
_03812_,5.62
_04181_,5.62
_00756_,5.6
_00791_,5.6
_00864_,5.6
_00912_,5.6
_01204_,5.6
_02142_,5.6
_04079_,5.6
_01913_,5.58
_02525_,5.58
_02534_,5.58
_03102_,5.58
_04603_,5.58
_04675_,5.58
_03125_,5.575
_00116_,5.56
_00357_,5.56
_00459_,5.56
_00471_,5.56
_00853_,5.56
_00177_,5.545
data_out[30],5.53
data_out[31],5.53
instruction[28],5.53
load_data_in[13],5.51
load_data_in[30],5.51
load_data_in[8],5.51
_00581_,5.5
_00614_,5.5
_01538_,5.5
_02378_,5.5
_00071_,5.49
_01298_,5.48
_01756_,5.48
_01964_,5.48
_03347_,5.48
_04386_,5.48
_05632_,5.48
u_memorystage.u_wrap_mem0.wrap_load_out\[17\],5.48
_00503_,5.46
_00541_,5.46
_00670_,5.46
_03287_,5.46
_04395_,5.46
data_out[14],5.41
data_out[4],5.41
data_out[7],5.41
rst,5.41
_00068_,5.4
_01486_,5.4
_02624_,5.4
_03323_,5.4
_03330_,5.4
_03517_,5.4
_03838_,5.4
_03853_,5.4
_04355_,5.4
_03902_,5.39
_00055_,5.38
_00752_,5.38
_00838_,5.38
_00905_,5.38
_00971_,5.38
_00996_,5.38
_01156_,5.38
_01504_,5.38
_01902_,5.38
_02073_,5.38
_02959_,5.38
_03010_,5.38
_03048_,5.38
_03466_,5.38
_03848_,5.38
_04460_,5.38
_04472_,5.38
_04559_,5.38
_04579_,5.38
_04606_,5.38
_04669_,5.38
_04680_,5.38
_04698_,5.38
_04722_,5.38
_04729_,5.38
_04938_,5.38
_04988_,5.38
_05049_,5.38
_05115_,5.38
_05152_,5.38
_05324_,5.38
_05332_,5.38
_05527_,5.38
_05596_,5.38
_05681_,5.38
_05826_,5.38
_03309_,5.36
_04765_,5.36
_05066_,5.36
_05729_,5.36
_00133_,5.345
_00244_,5.34
_00252_,5.34
_00643_,5.34
_00664_,5.34
_00668_,5.34
_01091_,5.34
_01795_,5.34
_01820_,5.34
_01985_,5.34
_02011_,5.34
_02367_,5.34
_02374_,5.34
_02652_,5.34
_02791_,5.34
_03145_,5.34
_03189_,5.34
_03910_,5.34
_04053_,5.34
_04107_,5.34
_04214_,5.34
_04351_,5.34
_04497_,5.34
_04649_,5.34
_04656_,5.34
_04781_,5.34
_05088_,5.34
_05090_,5.34
_05147_,5.34
_05266_,5.34
_05412_,5.34
_05474_,5.34
_05574_,5.34
_05615_,5.34
_05646_,5.34
_05647_,5.34
_05661_,5.34
_05743_,5.34
_05755_,5.34
_05762_,5.34
_05785_,5.34
_03653_,5.3
alu_out_address[15],5.29
alu_out_address[17],5.29
alu_out_address[19],5.29
alu_out_address[21],5.29
alu_out_address[27],5.29
alu_out_address[2],5.29
alu_out_address[7],5.29
data_mem_we_re,5.29
mask_singal[3],5.29
pc_address[13],5.29
pc_address[15],5.29
pc_address[22],5.29
pc_address[24],5.29
pc_address[26],5.29
_00033_,5.28
_01650_,5.28
_01687_,5.28
_01716_,5.28
_02144_,5.28
_02356_,5.28
_03990_,5.28
_04081_,5.28
_05292_,5.28
_05334_,5.28
_05460_,5.28
_05783_,5.28
_05818_,5.28
_04344_,5.275
_00016_,5.26
_00480_,5.26
_00498_,5.26
_01205_,5.26
_01821_,5.26
_01899_,5.26
_02373_,5.26
_02647_,5.26
_02958_,5.26
_03324_,5.26
_04600_,5.26
_04717_,5.26
_04768_,5.26
_04793_,5.26
_04817_,5.26
_04898_,5.26
_04914_,5.26
_05064_,5.26
_05323_,5.26
_05478_,5.26
_05556_,5.26
_05560_,5.26
_05649_,5.26
_02923_,5.24
_00037_,5.22
_01731_,5.22
_01746_,5.22
_01775_,5.22
_02029_,5.22
_02321_,5.22
_02375_,5.22
_02383_,5.22
_02580_,5.22
_02698_,5.22
_02779_,5.22
_02807_,5.22
_02986_,5.22
_04113_,5.22
_04131_,5.22
_04462_,5.22
_04476_,5.22
_04494_,5.22
_04503_,5.22
_04506_,5.22
_04708_,5.22
_04713_,5.22
_04786_,5.22
_04794_,5.22
_04934_,5.22
_04936_,5.22
_04939_,5.22
_04973_,5.22
_05094_,5.22
_05113_,5.22
_05135_,5.22
_05179_,5.22
_05222_,5.22
_05271_,5.22
_05282_,5.22
_05380_,5.22
_05400_,5.22
_05430_,5.22
_05501_,5.22
_05516_,5.22
_05519_,5.22
_05529_,5.22
_05538_,5.22
_05593_,5.22
_05753_,5.22
_05790_,5.22
load_data_in[24],5.17
_01634_,5.16
_01798_,5.16
_04614_,5.16
_05030_,5.16
_01750_,5.155
_00052_,5.14
_00474_,5.14
_00602_,5.14
_00704_,5.14
_00916_,5.14
_01180_,5.14
_01254_,5.14
_02520_,5.14
_03148_,5.14
_04357_,5.14
_01545_,5.12
_02128_,5.12
_03244_,5.12
_03823_,5.12
_00291_,5.1
_00403_,5.1
_00607_,5.1
_00212_,5.095
data_out[12],5.07
data_out[15],5.07
data_out[18],5.07
store_data_out[19],5.07
_04610_,5.06
_00130_,5.045
_00268_,5.04
_01113_,5.04
_01717_,5.04
_02654_,5.04
_04372_,5.04
_00631_,5.025
_03039_,5.02
_03190_,5.02
_03247_,5.02
_03614_,5.02
_02781_,5.01
_00410_,5
_00506_,5
_00533_,5
_00580_,5
_00716_,5
_00840_,5
_00875_,5
_01567_,5
_02315_,5
_02735_,5
_03160_,5
_03835_,5
_01947_,4.99
instruction[13],4.95
instruction[3],4.95
instruction[9],4.95
_00058_,4.94
_02912_,4.94
_02954_,4.94
_03497_,4.94
_03651_,4.94
_03712_,4.94
_04255_,4.94
_04495_,4.94
_03344_,4.925
_00223_,4.92
_00304_,4.92
_00590_,4.92
_00725_,4.92
_00772_,4.92
_01460_,4.92
_01561_,4.92
_01911_,4.92
_01978_,4.92
_02040_,4.92
_02189_,4.92
_03261_,4.92
_03656_,4.92
_04024_,4.92
_04061_,4.92
_04092_,4.92
_04109_,4.92
_04157_,4.92
_04366_,4.92
_04513_,4.92
_04648_,4.92
_04874_,4.92
_05051_,4.92
_05195_,4.92
_05256_,4.92
_05259_,4.92
_05288_,4.92
_05507_,4.92
_05688_,4.92
_05706_,4.92
_05810_,4.92
_05832_,4.92
net240,4.92
_01646_,4.9
_03201_,4.9
_03305_,4.9
_03349_,4.9
_03503_,4.9
_04217_,4.9
_04858_,4.9
_00694_,4.88
_00696_,4.88
_00885_,4.88
_00889_,4.88
_01414_,4.88
_01712_,4.88
_01897_,4.88
_01982_,4.88
_02398_,4.88
_02466_,4.88
_02629_,4.88
_02706_,4.88
_02935_,4.88
_02964_,4.88
_03250_,4.88
_03390_,4.88
_03810_,4.88
_03867_,4.88
_04108_,4.88
_04456_,4.88
_04533_,4.88
_04539_,4.88
_04733_,4.88
_04743_,4.88
_04750_,4.88
_04766_,4.88
_04814_,4.88
_04818_,4.88
_04952_,4.88
_04985_,4.88
_04990_,4.88
_05004_,4.88
_05039_,4.88
_05057_,4.88
_05072_,4.88
_05107_,4.88
_05278_,4.88
_05307_,4.88
_05388_,4.88
_05405_,4.88
_05413_,4.88
_05463_,4.88
_05508_,4.88
_05540_,4.88
_05579_,4.88
_05582_,4.88
_05629_,4.88
_05635_,4.88
_05699_,4.88
_05713_,4.88
_05791_,4.88
_05824_,4.88
_00148_,4.845
_00157_,4.845
_00179_,4.845
_02366_,4.83
instruction[29],4.83
instruction[2],4.83
load_data_in[25],4.83
load_data_in[26],4.83
load_data_in[4],4.83
_00018_,4.82
_00022_,4.82
_00073_,4.82
_01969_,4.82
_02930_,4.82
_03033_,4.82
_03230_,4.82
_03956_,4.82
_04229_,4.82
_04576_,4.82
_04705_,4.82
_04895_,4.82
_05188_,4.82
_05317_,4.82
_05492_,4.82
_04379_,4.81
_00062_,4.8
_00242_,4.8
_00327_,4.8
_00764_,4.8
_02095_,4.8
_02447_,4.8
_03295_,4.8
_03432_,4.8
_03991_,4.8
_04049_,4.8
_04110_,4.8
_04152_,4.8
_04544_,4.8
_04552_,4.8
_04599_,4.8
_04618_,4.8
_04691_,4.8
_04869_,4.8
_04894_,4.8
_05085_,4.8
_05207_,4.8
_05296_,4.8
_05464_,4.8
_05586_,4.8
_01991_,4.78
_00043_,4.77
_00061_,4.77
_00630_,4.765
_01594_,4.76
_01640_,4.76
_01655_,4.76
_01725_,4.76
_01987_,4.76
_02058_,4.76
_03007_,4.76
_03585_,4.76
_04078_,4.76
_04581_,4.76
_04734_,4.76
_04792_,4.76
_04822_,4.76
_04863_,4.76
_05407_,4.76
_05469_,4.76
_05513_,4.76
_05587_,4.76
_05689_,4.76
_05697_,4.76
_05709_,4.76
_05754_,4.76
_05757_,4.76
_05807_,4.76
_00520_,4.725
_01174_,4.725
_00145_,4.7
_01368_,4.7
_01674_,4.7
_00026_,4.68
_00570_,4.68
_00589_,4.68
_00776_,4.68
_00945_,4.68
_02113_,4.68
_03331_,4.68
_03957_,4.68
_04119_,4.68
_04502_,4.68
_05398_,4.68
_02005_,4.66
_02815_,4.66
_04673_,4.66
_02083_,4.635
_00714_,4.62
alu_out_address[13],4.61
alu_out_address[20],4.61
alu_out_address[26],4.61
alu_out_address[8],4.61
mask_singal[0],4.61
mask_singal[1],4.61
pc_address[0],4.61
pc_address[10],4.61
pc_address[12],4.61
pc_address[17],4.61
pc_address[20],4.61
_01457_,4.6
_02357_,4.6
_04651_,4.6
_00561_,4.58
_00571_,4.58
_00588_,4.58
_00673_,4.58
_00679_,4.58
_00728_,4.58
_00768_,4.58
_00876_,4.58
_00981_,4.58
_00992_,4.58
_00995_,4.58
_01015_,4.58
_02532_,4.58
_03532_,4.57
_01833_,4.56
_03522_,4.56
_03617_,4.56
_03758_,4.56
_03845_,4.56
_00294_,4.54
_00365_,4.54
_00406_,4.54
_00516_,4.54
_00833_,4.54
_00923_,4.54
_01182_,4.54
_01847_,4.54
_02519_,4.54
_02637_,4.54
_00169_,4.525
_00173_,4.525
_04629_,4.52
instruction[8],4.49
load_data_in[16],4.49
load_data_in[28],4.49
_00565_,4.485
_01034_,4.48
_01078_,4.48
_01656_,4.48
_02987_,4.48
_03762_,4.48
_04540_,4.48
_00086_,4.46
_00103_,4.46
_00141_,4.46
_00380_,4.46
_00429_,4.46
_00465_,4.46
_00617_,4.46
_00634_,4.46
_00637_,4.46
_01459_,4.46
_01922_,4.46
_01946_,4.46
_02003_,4.46
_02020_,4.46
_02025_,4.46
_02067_,4.46
_02138_,4.46
_02270_,4.46
_02582_,4.46
_02845_,4.46
_02846_,4.46
_02895_,4.46
_02965_,4.46
_03057_,4.46
_03863_,4.46
_03886_,4.46
_04013_,4.46
_04233_,4.46
_04391_,4.46
_04403_,4.46
_04522_,4.46
_04728_,4.46
_04819_,4.46
_04838_,4.46
_05035_,4.46
_05075_,4.46
_05158_,4.46
_05416_,4.46
_05452_,4.46
_05616_,4.46
_01809_,4.44
_00147_,4.435
_00019_,4.42
_00577_,4.42
_00596_,4.42
_01598_,4.42
_01896_,4.42
_01928_,4.42
_02405_,4.42
_02461_,4.42
_02947_,4.42
_03015_,4.42
_03032_,4.42
_03824_,4.42
_04553_,4.42
_04671_,4.42
_04779_,4.42
_04791_,4.42
_05112_,4.42
_05218_,4.42
_05295_,4.42
_05329_,4.42
_05421_,4.42
_05468_,4.42
_05567_,4.42
_05627_,4.42
_05634_,4.42
_05640_,4.42
_05650_,4.42
_05767_,4.42
_05782_,4.42
_05808_,4.42
_05830_,4.42
_02048_,4.395
_03092_,4.395
_00146_,4.385
_00163_,4.385
_01570_,4.36
_01766_,4.36
_02014_,4.36
_02110_,4.36
_02751_,4.36
_02858_,4.36
_02941_,4.36
_02957_,4.36
_03091_,4.36
_03528_,4.36
_04183_,4.36
_04843_,4.36
_05058_,4.36
_05422_,4.36
_05532_,4.36
_05558_,4.36
_05700_,4.36
_05814_,4.36
_00075_,4.34
_00449_,4.34
_00883_,4.34
_01726_,4.34
